PDBid,date,President,Total_Pgs,maps,Redaction_total
10031966,3/10/66,2,6,0,7
11031966,3/11/66,2,5,0,10
12031966,3/12/66,2,6,0,6
14031966,3/14/66,2,9,1,10
15031966,3/15/66,2,6,0,5
16031966,3/16/66,2,8,2,5
17031966,3/17/66,2,6,0,8
18031966,3/18/66,2,8,1,13
19031966,3/19/66,2,7,1,10
21031966,3/21/66,2,6,0,8
22031966,3/22/66,2,8,2,6
23031966,3/23/66,2,7,1,9
24031966,3/24/66,2,6,0,5
25031966,3/25/66,2,9,0,10
26031966,3/26/66,2,5,0,7
28031966,3/28/66,2,6,1,9
29031966,3/29/66,2,6,0,3
30031966,3/30/66,2,8,1,6
31031966,3/31/66,2,9,1,5
1041966,4/1/66,2,8,2,11
2041966,4/2/66,2,5,0,6
4041966,4/4/66,2,5,0,6
5041966,4/5/66,2,8,1,11
6041966,4/6/66,2,7,0,8
7041966,4/7/66,2,7,0,9
8041966,4/8/66,2,7,0,8
9041966,4/9/66,2,5,0,7
11041966,4/11/66,2,6,0,3
12041966,4/12/66,2,5,0,3
13041966,4/13/66,2,7,0,9
14041966,4/14/66,2,5,0,6
15041966,4/15/66,2,6,0,10
16041966,4/16/66,2,5,0,7
18041966,4/18/66,2,5,0,4
19041966,4/19/66,2,5,0,8
20041966,4/20/66,2,5,0,7
21041966,4/21/66,2,6,0,7
22041966,4/22/66,2,6,0,9
23041966,4/23/66,2,5,0,7
25041966,4/25/66,2,5,0,5
26041966,4/26/66,2,5,0,6
27041966,4/27/66,2,6,0,7
28041966,4/28/66,2,5,0,5
29041966,4/29/66,2,6,1,8
30041966,4/30/66,2,5,0,6
2051966,5/2/66,2,6,0,8
3051966,5/3/66,2,8,0,8
4051966,5/4/66,2,4,0,8
5051966,5/5/66,2,8,0,11
6051966,5/6/66,2,7,0,4
7051966,5/7/66,2,5,0,7
9051966,5/9/66,2,6,0,7
10051966,5/10/66,2,7,1,5
11051966,5/11/66,2,9,0,10
12051966,5/12/66,2,5,0,8
13051966,5/13/66,2,7,1,11
14051966,5/14/66,2,6,0,8
16051966,5/16/66,2,7,1,6
17051966,5/17/66,2,8,1,9
18051966,5/18/66,2,6,0,9
19051966,5/19/66,2,5,0,8
20051966,5/20/66,2,8,2,9
21051966,5/21/66,2,5,0,6
23051966,5/23/66,2,5,0,5
24051966,5/24/66,2,8,2,9
25051966,5/25/66,2,7,1,4
26051966,5/26/66,2,5,0,5
27051966,5/27/66,2,7,0,13
28051966,5/28/66,2,6,0,5
30051966,5/30/66,2,6,0,4
31051966,5/31/66,2,5,0,5
1061966,6/1/66,2,8,1,8
2061966,6/2/66,2,7,1,8
3061966,6/3/66,2,5,0,8
4061966,6/4/66,2,5,0,6
6061966,6/6/66,2,6,0,10
7061966,6/7/66,2,5,0,4
8061966,6/8/66,2,7,0,11
9061966,6/9/66,2,6,0,6
10061966,6/10/66,2,8,0,15
11061966,6/11/66,2,4,0,4
13061966,6/13/66,2,5,0,5
14061966,6/14/66,2,6,0,7
15061966,6/15/66,2,5,0,7
16061966,6/16/66,2,5,0,5
17061966,6/17/66,2,6,0,7
18061966,6/18/66,2,6,1,6
20061966,6/20/66,2,5,0,8
21061966,6/21/66,2,7,0,13
22061966,6/22/66,2,6,0,7
23061966,6/23/66,2,7,1,11
24061966,6/24/66,2,6,0,6
25061966,6/25/66,2,5,0,5
27061966,6/27/66,2,5,0,7
28061966,6/28/66,2,5,0,7
29061966,6/29/66,2,7,0,15
30061966,6/30/66,2,6,0,8
1071966,7/1/66,2,7,0,10
2071966,7/2/66,2,4,0,4
4071966,7/4/66,2,5,0,9
5071966,7/5/66,2,5,0,6
6071966,7/6/66,2,6,0,10
7071966,7/7/66,2,6,0,6
8071966,7/8/66,2,5,0,5
9071966,7/9/66,2,4,0,6
11071966,7/11/66,2,6,0,5
12071966,7/12/66,2,5,0,7
13071966,7/13/66,2,4,0,4
14071966,7/14/66,2,5,1,4
15071966,7/15/66,2,6,0,8
16071966,7/16/66,2,5,0,5
18071966,7/18/66,2,6,0,7
19071966,7/19/66,2,5,0,9
20071966,7/20/66,2,7,0,12
21071966,7/21/66,2,7,0,8
22071966,7/22/66,2,6,0,9
23071966,7/23/66,2,5,0,6
25071966,7/25/66,2,5,0,5
26071966,7/26/66,2,5,0,8
27071966,7/27/66,2,6,0,7
28071966,7/28/66,2,6,0,8
29071966,7/29/66,2,9,2,10
30071966,7/30/66,2,6,1,7
1081966,8/1/66,2,6,0,8
2081966,8/2/66,2,6,0,7
3081966,8/3/66,2,7,0,6
4081966,8/4/66,2,5,0,3
5081966,8/5/66,2,5,1,4
6081966,8/6/66,2,4,0,3
8081966,8/8/66,2,5,0,6
9081966,8/9/66,2,5,0,2
10081966,8/10/66,2,9,0,10
11081966,8/11/66,2,5,0,3
12081966,8/12/66,2,6,1,6
13081966,8/13/66,2,5,0,3
15081966,8/15/66,2,6,0,6
16081966,8/16/66,2,7,1,5
17081966,8/17/66,2,6,0,6
18081966,8/18/66,2,6,0,4
19081966,8/19/66,2,5,0,5
20081966,8/20/66,2,4,0,5
22081966,8/22/66,2,4,0,5
23081966,8/23/66,2,5,0,3
24081966,8/24/66,2,5,0,7
25081966,8/25/66,2,4,0,3
26081966,8/26/66,2,4,0,4
27081966,8/27/66,2,4,0,2
29081966,8/29/66,2,5,0,8
30081966,8/30/66,2,6,0,9
31081966,8/31/66,2,5,0,6
1081966,8/1/66,2,6,0,8
2081966,8/2/66,2,6,0,7
3081966,8/3/66,2,7,0,6
4081966,8/4/66,2,5,0,3
5081966,8/5/66,2,5,1,4
6081966,8/6/66,2,4,0,3
8081966,8/8/66,2,5,0,6
9081966,8/9/66,2,5,0,2
10081966,8/10/66,2,9,0,10
11081966,8/11/66,2,5,0,3
12081966,8/12/66,2,6,1,6
13081966,8/13/66,2,5,0,3
15081966,8/15/66,2,6,0,6
16081966,8/16/66,2,7,1,5
17081966,8/17/66,2,6,0,6
18081966,8/18/66,2,6,0,4
19081966,8/19/66,2,5,0,5
20081966,8/20/66,2,4,0,5
22081966,8/22/66,2,4,0,5
23081966,8/23/66,2,5,0,3
24081966,8/24/66,2,5,0,7
25081966,8/25/66,2,4,0,3
26081966,8/26/66,2,4,0,4
27081966,8/27/66,2,4,0,2
29081966,8/29/66,2,5,0,8
30081966,8/30/66,2,6,0,9
31081966,8/31/66,2,5,0,6
1091966,9/1/66,2,4,0,3
2091966,9/2/66,2,4,0,4
3091966,9/3/66,2,5,0,7
5091966,9/5/66,2,5,0,4
6091966,9/6/66,2,5,0,4
7091966,9/7/66,2,5,0,4
8091966,9/8/66,2,5,0,3
9091966,9/9/66,2,5,0,5
10091966,9/10/66,2,5,0,8
12091966,9/12/66,2,6,0,8
13091966,9/13/66,2,6,0,7
14091966,9/14/66,2,7,0,6
15091966,9/15/66,2,5,0,6
16091966,9/16/66,2,7,0,13
17091966,9/17/66,2,7,0,14
19091966,9/19/66,2,8,0,13
20091966,9/20/66,2,6,0,11
21091966,9/21/66,2,7,0,12
22091966,9/22/66,2,7,1,12
23091966,9/23/66,2,5,0,4
24091966,9/24/66,2,4,0,3
26091966,9/26/66,2,8,0,15
27091966,9/27/66,2,5,0,6
28091966,9/28/66,2,7,0,16
29091966,9/29/66,2,6,0,7
30091966,9/30/66,2,8,0,11
1101966,10/1/66,2,6,0,7
3101966,10/3/66,2,8,0,19
4101966,10/4/66,2,7,0,10
5101966,10/5/66,2,9,0,7
6101966,10/6/66,2,8,0,15
7101966,10/7/66,2,6,0,5
8101966,10/8/66,2,4,0,6
10101966,10/10/66,2,5,0,6
11101966,10/11/66,2,6,0,7
12101966,10/12/66,2,5,0,6
13101966,10/13/66,2,5,0,5
14101966,10/14/66,2,4,0,3
15101966,10/15/66,2,5,0,5
17101966,10/17/66,2,4,0,3
18101966,10/18/66,2,5,0,5
19101966,10/19/66,2,5,0,5
20101966,10/20/66,2,6,0,9
21101966,10/21/66,2,5,0,6
22101966,10/22/66,2,4,0,4
24101966,10/24/66,2,6,0,3
25101966,10/25/66,2,4,0,5
26101966,10/26/66,2,5,0,6
27101966,10/27/66,2,6,0,8
28101966,10/28/66,2,5,0,8
29101966,10/29/66,2,6,0,8
31101966,10/31/66,2,6,0,9
1111966,11/1/66,2,4,0,4
2111966,11/2/66,2,6,0,8
3111966,11/3/66,2,6,0,5
4111966,11/4/66,2,6,1,4
5111966,11/5/66,2,6,0,7
7111966,11/7/66,2,5,0,5
8111966,11/8/66,2,5,0,3
9111966,11/9/66,2,8,1,6
10111966,11/10/66,2,5,0,5
11111966,11/11/66,2,5,0,7
12111966,11/12/66,2,6,0,6
14111966,11/14/66,2,4,0,3
15111966,11/15/66,2,5,0,9
16111966,11/16/66,2,5,0,6
17111966,11/17/66,2,9,2,5
18111966,11/18/66,2,5,0,8
19111966,11/19/66,2,5,0,8
21111966,11/21/66,2,5,0,6
22111966,11/22/66,2,5,0,10
23111966,11/23/66,2,5,0,4
24111966,11/24/66,2,5,0,4
25111966,11/25/66,2,4,0,4
26111966,11/26/66,2,5,0,5
28111966,11/28/66,2,5,0,8
29111966,11/29/66,2,5,0,4
30111966,11/30/66,2,7,0,9
1121966,12/1/66,2,5,0,3
2121966,12/2/66,2,5,0,3
3121966,12/3/66,2,5,0,3
5121966,12/5/66,2,5,0,3
6121966,12/6/66,2,5,0,4
7121966,12/7/66,2,5,0,3
8121966,12/8/66,2,5,0,5
9121966,12/9/66,2,5,0,2
10121966,12/10/66,2,7,1,5
12121966,12/12/66,2,5,0,4
13121966,12/13/66,2,4,0,2
14121966,12/14/66,2,6,0,5
15121966,12/15/66,2,7,0,3
16121966,12/16/66,2,4,0,3
17121966,12/17/66,2,6,0,5
19121966,12/19/66,2,5,0,2
20121966,12/20/66,2,7,0,6
21121966,12/21/66,2,5,0,2
22121966,12/22/66,2,5,0,4
23121966,12/23/66,2,5,0,4
24121966,12/24/66,2,4,0,1
27121966,12/27/66,2,5,0,2
28121966,12/28/66,2,5,0,3
29121966,12/29/66,2,4,0,2
30121966,12/30/66,2,7,0,4
31121966,12/31/66,2,5,0,3
3011967,1/3/67,2,6,0,5
4011967,1/4/67,2,6,0,4
5011967,1/5/67,2,5,0,6
6011967,1/6/67,2,6,1,5
7011967,1/7/67,2,6,1,5
9011967,1/9/67,2,4,0,2
10011967,1/10/67,2,6,0,11
11011967,1/11/67,2,6,0,3
12011967,1/12/67,2,5,0,5
13011967,1/13/67,2,5,0,4
14011967,1/14/67,2,4,0,2
16011967,1/16/67,2,4,0,9
17011967,1/17/67,2,5,0,4
18011967,1/18/67,2,5,0,6
19011967,1/19/67,2,5,0,5
20011967,1/20/67,2,5,0,5
21011967,1/21/67,2,4,0,4
23011967,1/23/67,2,6,0,8
24011967,1/24/67,2,5,0,8
25011967,1/25/67,2,5,0,6
26011967,1/26/67,2,4,0,6
27011967,1/27/67,2,7,0,6
28011967,1/28/67,2,5,0,8
30011967,1/30/67,2,5,0,5
31011967,1/31/67,2,4,0,4
1021967,2/1/67,2,5,0,5
2021967,2/2/67,2,7,0,9
3021967,2/3/67,2,5,0,3
4021967,2/4/67,2,4,0,6
6021967,2/6/67,2,5,1,4
7021967,2/7/67,2,4,0,5
8021967,2/8/67,2,6,0,10
9021967,2/9/67,2,5,0,4
10021967,2/10/67,2,6,0,7
11021967,2/11/67,2,5,0,5
13021967,2/13/67,2,5,0,4
14021967,2/14/67,2,4,0,3
15021967,2/15/67,2,5,0,7
16021967,2/16/67,2,4,0,4
17021967,2/17/67,2,5,0,4
18021967,2/18/67,2,5,0,4
20021967,2/20/67,2,4,0,7
21021967,2/21/67,2,5,0,10
22021967,2/22/67,2,4,0,8
23021967,2/23/67,2,6,0,7
24021967,2/24/67,2,4,0,4
25021967,2/25/67,2,5,0,4
27021967,2/27/67,2,4,0,5
1031967,3/1/67,2,1,0,4
2031967,3/2/67,2,5,0,6
NA,3/3/67,2,6,0,7
NA,3/3/67,2,7,0,8
NA,3/4/67,2,5,0,6
NA,3/4/67,2,6,0,5
6031967,3/6/67,2,6,0,6
7031967,3/7/67,2,5,0,5
8031967,3/8/67,2,4,0,5
9031967,3/9/67,2,6,0,6
10031967,3/10/67,2,5,0,7
11031967,3/11/67,2,7,0,11
13031967,3/13/67,2,5,0,4
14031967,3/14/67,2,5,0,5
15031967,3/15/67,2,5,0,8
16031967,3/16/67,2,5,0,8
17031967,3/17/67,2,6,0,9
18031967,3/18/67,2,5,0,5
19031967,3/19/67,2,6,0,9
20031967,3/20/67,2,5,0,7
21031967,3/21/67,2,2,0,0
22031967,3/22/67,2,6,0,6
23031967,3/23/67,2,5,0,3
24031967,3/24/67,2,7,1,10
25031967,3/25/67,2,7,1,6
27031967,3/27/67,2,4,0,4
28031967,3/28/67,2,5,0,7
29031967,3/29/67,2,5,0,5
30031967,3/30/67,2,6,1,8
31031967,3/31/67,2,5,0,5
1041967,4/1/67,2,6,1,6
3041967,4/3/67,2,5,0,8
4041967,4/4/67,2,5,0,6
5041967,4/5/67,2,4,0,5
6041967,4/6/67,2,7,2,7
7041967,4/7/67,2,5,0,8
8041967,4/8/67,2,5,0,6
10041967,4/10/67,2,6,0,8
11041967,4/11/67,2,4,0,6
12041967,4/12/67,2,4,0,5
13041967,4/13/67,2,5,0,8
14041967,4/14/67,2,5,0,5
15041967,4/15/67,2,5,0,5
17041967,4/17/67,2,4,0,3
18041967,4/18/67,2,5,0,4
19041967,4/19/67,2,4,0,4
20041967,4/20/67,2,5,0,8
21041967,4/21/67,2,5,0,8
22041967,4/22/67,2,5,0,5
24041967,4/24/67,2,5,0,7
25041967,4/25/67,2,4,0,4
26041967,4/26/67,2,4,0,7
27041967,4/27/67,2,5,0,7
28041967,4/28/67,2,6,1,10
29041967,4/29/67,2,5,0,4
1051967,5/1/67,2,4,0,4
2051967,5/2/67,2,5,0,6
3051967,5/3/67,2,5,0,6
4051967,5/4/67,2,5,0,4
5051967,5/5/67,2,5,0,4
6051967,5/6/67,2,5,0,4
8051967,5/8/67,2,5,0,7
9051967,5/9/67,2,4,0,4
10051967,5/10/67,2,4,0,4
11051967,5/11/67,2,5,0,6
12051967,5/12/67,2,5,0,6
13051967,5/13/67,2,5,1,3
15051967,5/15/67,2,6,0,7
16051967,5/16/67,2,5,0,8
17051967,5/17/67,2,6,0,6
18051967,5/18/67,2,6,0,7
19051967,5/19/67,2,5,0,8
20051967,5/20/67,2,6,1,8
22051967,5/22/67,2,5,0,8
23051967,5/23/67,2,7,1,6
24051967,5/24/67,2,6,1,6
25051967,5/25/67,2,7,1,8
26051967,5/26/67,2,6,1,9
27051967,5/27/67,2,7,1,8
29051967,5/29/67,2,5,0,7
30051967,5/30/67,2,5,0,10
31051967,5/31/67,2,6,1,7
1061967,6/1/67,2,5,0,5
2061967,6/2/67,2,6,0,7
3061967,6/3/67,2,4,0,6
5061967,6/5/67,2,6,0,7
6061967,6/6/67,2,6,1,4
7061967,6/7/67,2,8,2,5
8061967,6/8/67,2,8,1,7
9061967,6/9/67,2,6,0,4
10061967,6/10/67,2,8,1,7
12061967,6/12/67,2,6,1,6
13061967,6/13/67,2,6,1,6
14061967,6/14/67,2,4,0,6
15061967,6/15/67,2,5,0,9
16061967,6/16/67,2,6,0,9
17061967,6/17/67,2,4,0,4
19061967,6/19/67,2,5,0,9
20061967,6/20/67,2,5,0,5
21061967,6/21/67,2,5,0,6
22061967,6/22/67,2,5,0,8
23061967,6/23/67,2,4,0,6
24061967,6/24/67,2,7,0,6
26061967,6/26/67,2,4,0,6
27061967,6/27/67,2,5,0,10
28061967,6/28/67,2,6,0,7
29061967,6/29/67,2,4,0,6
30061967,6/30/67,2,9,0,10
1071967,7/1/67,2,6,0,10
3071967,7/3/67,2,6,0,9
4071967,7/4/67,2,4,0,5
5071967,7/5/67,2,6,0,5
6071967,7/6/67,2,6,0,5
7071967,7/7/67,2,6,0,9
8071967,7/8/67,2,6,0,5
10071967,7/10/67,2,5,0,3
11071967,7/11/67,2,5,0,7
12071967,7/12/67,2,5,0,5
13071967,7/13/67,2,6,0,5
14071967,7/14/67,2,4,0,6
15071967,7/15/67,2,5,0,6
17071967,7/17/67,2,4,0,5
18071967,7/18/67,2,6,0,6
19071967,7/19/67,2,5,0,4
20071967,7/20/67,2,4,0,5
21071967,7/21/67,2,5,0,4
22071967,7/22/67,2,6,1,8
24071967,7/24/67,2,5,0,5
25071967,7/25/67,2,4,0,5
26071967,7/26/67,2,5,0,5
27071967,7/27/67,2,5,0,4
28071967,7/28/67,2,4,0,6
29071967,7/29/67,2,5,0,7
31071967,7/31/67,2,6,1,5
1081967,8/1/67,2,5,1,4
2081967,8/2/67,2,4,0,4
3081967,8/3/67,2,5,0,4
4081967,8/4/67,2,5,0,3
5081967,8/5/67,2,7,0,7
7081967,8/7/67,2,6,1,4
8081967,8/8/67,2,4,0,4
9081967,8/9/67,2,5,0,3
10081967,8/10/67,2,6,1,4
11081967,8/11/67,2,5,0,5
12081967,8/12/67,2,6,1,6
14081967,8/14/67,2,6,1,2
15081967,8/15/67,2,6,1,3
16081967,8/16/67,2,6,1,6
17081967,8/17/67,2,5,0,4
18081967,8/18/67,2,7,2,3
19081967,8/19/67,2,8,1,7
21081967,8/21/67,2,7,0,8
22081967,8/22/67,2,4,0,3
23081967,8/23/67,2,4,0,2
24081967,8/24/67,2,5,0,3
25081967,8/25/67,2,5,0,3
26081967,8/26/67,2,5,0,5
28081967,8/28/67,2,4,0,6
29081967,8/29/67,2,5,1,5
30081967,8/30/67,2,6,0,4
31081967,8/31/67,2,4,0,4
1091967,9/1/67,2,5,0,6
2091967,9/2/67,2,5,0,6
4091967,9/4/67,2,5,0,4
5091967,9/5/67,2,6,0,5
6091967,9/6/67,2,5,0,5
7091967,9/7/67,2,9,0,7
8091967,9/8/67,2,10,0,9
9091967,9/9/67,2,10,0,9
11091967,9/11/67,2,8,0,8
12091967,9/12/67,2,12,1,11
13091967,9/13/67,2,10,0,13
14091967,9/14/67,2,7,0,8
15091967,9/15/67,2,8,1,7
16091967,9/16/67,2,10,0,17
18091967,9/18/67,2,8,0,9
19091967,9/19/67,2,8,1,7
20091967,9/20/67,2,8,0,8
21091967,9/21/67,2,9,0,10
22091967,9/22/67,2,11,0,9
23091967,9/23/67,2,11,1,9
25091967,9/25/67,2,10,0,12
26091967,9/26/67,2,9,0,10
27091967,9/27/67,2,9,0,7
28091967,9/28/67,2,12,0,10
29091967,9/29/67,2,9,0,6
30091967,9/30/67,2,9,0,9
2101967,10/2/67,2,9,0,6
3101967,10/3/67,2,9,0,8
4101967,10/4/67,2,7,0,6
5101967,10/5/67,2,9,0,5
6101967,10/6/67,2,7,0,11
7101967,10/7/67,2,14,0,8
9101967,10/9/67,2,11,0,11
10101967,10/10/67,2,11,0,10
11101967,10/11/67,2,12,0,13
12101967,10/12/67,2,12,0,8
13101967,10/13/67,2,9,0,9
14101967,10/14/67,2,9,0,13
16101967,10/16/67,2,9,0,6
17101967,10/17/67,2,12,0,12
18101967,10/18/67,2,12,0,15
19101967,10/19/67,2,13,0,13
20101967,10/20/67,2,14,0,7
21101967,10/21/67,2,12,0,11
23101967,10/23/67,2,10,0,7
24101967,10/24/67,2,11,0,10
25101967,10/25/67,2,12,0,11
26101967,10/26/67,2,10,0,12
27101967,10/27/67,2,13,0,39
28101967,10/28/67,2,10,0,9
30101967,10/30/67,2,12,0,8
31101967,10/31/67,2,9,0,7
1111967,11/1/67,2,9,0,9
2111967,11/2/67,2,10,1,12
3111967,11/3/67,2,14,1,18
4111967,11/4/67,2,15,1,11
6111967,11/6/67,2,10,0,6
7111967,11/7/67,2,12,0,10
8111967,11/8/67,2,12,0,9
9111967,11/9/67,2,10,0,10
10111967,11/10/67,2,10,0,9
11111967,11/11/67,2,8,0,9
13111967,11/13/67,2,8,0,5
14111967,11/14/67,2,13,0,6
15111967,11/15/67,2,14,0,13
16111967,11/16/67,2,11,0,13
17111967,11/17/67,2,12,0,10
18111967,11/18/67,2,12,0,12
20111967,11/20/67,2,14,0,9
21111967,11/21/67,2,11,0,10
22111967,11/22/67,2,10,0,10
23111967,11/23/67,2,11,0,13
24111967,11/24/67,2,11,0,7
25111967,11/25/67,2,9,0,9
27111967,11/27/67,2,13,1,12
28111967,11/28/67,2,11,1,9
29111967,11/29/67,2,10,0,7
30111967,11/30/67,2,12,0,7
1121967,12/1/67,2,12,1,9
2121967,12/2/67,2,11,0,3
4121967,12/4/67,2,10,0,14
5121967,12/5/67,2,11,0,5
6121967,12/6/67,2,10,0,7
7121967,12/7/67,2,11,0,6
8121967,12/8/67,2,11,0,9
9121967,12/9/67,2,13,0,13
11121967,12/11/67,2,10,0,4
12121967,12/12/67,2,19,0,8
13121967,12/13/67,2,12,0,12
14121967,12/14/67,2,12,0,9
15121967,12/15/67,2,10,0,8
16121967,12/16/67,2,12,0,7
18121967,12/18/67,2,11,0,8
19121967,12/19/67,2,14,1,9
20121967,12/20/67,2,11,0,13
21121967,12/21/67,2,12,0,11
22121967,12/22/67,2,9,0,5
23121967,12/23/67,2,11,0,7
24121967,12/24/67,2,4,0,11
26121967,12/26/67,2,9,0,13
27121967,12/27/67,2,10,0,6
28121967,12/28/67,2,10,0,10
29121967,12/29/67,2,10,0,5
30121967,12/30/67,2,10,0,8
1011968,1/1/68,2,4,0,5
2011968,1/2/68,2,9,0,6
3011968,1/3/68,2,13,0,13
4011968,1/4/68,2,10,0,9
5011968,1/5/68,2,10,0,9
6011968,1/6/68,2,13,0,10
8011968,1/8/68,2,9,0,10
9011968,1/9/68,2,13,0,14
10011968,1/10/68,2,13,0,17
11011968,1/11/68,2,10,0,12
12011968,1/12/68,2,11,0,16
13011968,1/13/68,2,11,0,7
15011968,1/15/68,2,12,1,7
16011968,1/16/68,2,8,0,12
17011968,1/17/68,2,12,0,8
18011968,1/18/68,2,11,0,12
19011968,1/19/68,2,12,0,16
20011968,1/20/68,2,11,1,7
22011968,1/22/68,2,10,0,10
23011968,1/23/68,2,12,1,10
24011968,1/24/68,2,10,0,6
25011968,1/25/68,2,12,1,12
26011968,1/26/68,2,7,0,5
27011968,1/27/68,2,11,0,7
29011968,1/29/68,2,10,0,10
30011968,1/30/68,2,11,1,7
31011968,1/31/68,2,12,2,12
1021968,2/1/68,2,10,0,7
2021968,2/2/68,2,8,0,8
3021968,2/3/68,2,12,1,11
5021968,2/5/68,2,11,1,6
6021968,2/6/68,2,10,0,8
7021968,2/7/68,2,11,1,7
8021968,2/8/68,2,12,0,11
9021968,2/9/68,2,10,0,9
10021968,2/10/68,2,13,0,6
12021968,2/12/68,2,12,0,14
13021968,2/13/68,2,11,0,8
14021968,2/14/68,2,9,0,10
15021968,2/15/68,2,11,0,11
16021968,2/16/68,2,12,0,7
17021968,2/17/68,2,13,0,11
19021968,2/19/68,2,13,0,8
20021968,2/20/68,2,10,0,6
21021968,2/21/68,2,8,0,7
22021968,2/22/68,2,12,0,14
23021968,2/23/68,2,14,1,14
24021968,2/24/68,2,11,0,14
26021968,2/26/68,2,10,0,8
27021968,2/27/68,2,10,0,13
28021968,2/28/68,2,11,1,8
29021968,2/29/68,2,14,1,16
1031968,3/1/68,2,11,0,12
2031968,3/2/68,2,11,0,13
4031968,3/4/68,2,11,0,13
5031968,3/5/68,2,11,1,12
6031968,3/6/68,2,11,0,19
7031968,3/7/68,2,12,0,10
8031968,3/8/68,2,13,1,10
9031968,3/9/68,2,12,0,18
11031968,3/11/68,2,10,0,8
12031968,3/12/68,2,12,1,12
13031968,3/13/68,2,11,1,15
14031968,3/14/68,2,13,1,10
15031968,3/15/68,2,11,0,12
16031968,3/16/68,2,10,0,11
18031968,3/18/68,2,11,0,9
19031968,3/19/68,2,10,0,11
20031968,3/20/68,2,12,0,12
21031968,3/21/68,2,14,1,10
22031968,3/22/68,2,12,0,12
23031968,3/23/68,2,11,0,7
25031968,3/25/68,2,9,0,11
26031968,3/26/68,2,11,1,8
27031968,3/27/68,2,12,0,19
28031968,3/28/68,2,11,0,7
29031968,3/29/68,2,14,0,10
30031968,3/30/68,2,11,1,17
1041968,4/1/68,2,11,0,14
2041968,4/2/68,2,13,1,15
3041968,4/3/68,2,11,0,7
4041968,4/4/68,2,10,0,10
5041968,4/5/68,2,14,0,8
6041968,4/6/68,2,14,0,16
8041968,4/8/68,2,11,0,6
9041968,4/9/68,2,10,0,11
10041968,4/10/68,2,12,0,14
11041968,4/11/68,2,10,0,14
12041968,4/12/68,2,11,0,11
13041968,4/13/68,2,12,1,11
15041968,4/15/68,2,9,0,7
16041968,4/16/68,2,12,0,8
17041968,4/17/68,2,11,0,6
18041968,4/18/68,2,11,0,14
19041968,4/19/68,2,11,0,11
20041968,4/20/68,2,9,0,6
22041968,4/22/68,2,9,0,9
23041968,4/23/68,2,13,0,13
24041968,4/24/68,2,11,0,13
25041968,4/25/68,2,10,1,5
26041968,4/26/68,2,11,0,12
27041968,4/27/68,2,12,0,12
29041968,4/29/68,2,10,0,8
30041968,4/30/68,2,10,0,8
1051968,5/1/68,2,13,1,9
2051968,5/2/68,2,12,0,8
3051968,5/3/68,2,11,0,10
4051968,5/4/68,2,11,0,14
6051968,5/6/68,2,11,0,6
7051968,5/7/68,2,9,0,8
8051968,5/8/68,2,13,0,9
9051968,5/9/68,2,10,0,10
10051968,5/10/68,2,14,2,15
11051968,5/11/68,2,11,0,9
13051968,5/13/68,2,11,0,8
14051968,5/14/68,2,9,0,5
15051968,5/15/68,2,13,0,12
16051968,5/16/68,2,10,0,9
17051968,5/17/68,2,10,0,6
18051968,5/18/68,2,12,0,11
20051968,5/20/68,2,11,0,6
21051968,5/21/68,2,13,0,12
22051968,5/22/68,2,11,0,13
23051968,5/23/68,2,12,0,12
24051968,5/24/68,2,11,1,11
25051968,5/25/68,2,10,0,7
27051968,5/27/68,2,9,0,7
28051968,5/28/68,2,11,0,11
29051968,5/29/68,2,12,0,6
30051968,5/30/68,2,15,0,10
31051968,5/31/68,2,10,0,5
1061968,6/1/68,2,12,0,9
3061968,6/3/68,2,10,0,7
4061968,6/4/68,2,14,0,14
5061968,6/5/68,2,11,0,8
6061968,6/6/68,2,10,1,18
7061968,6/7/68,2,11,1,9
8061968,6/8/68,2,10,0,9
10061968,6/10/68,2,13,0,12
11061968,6/11/68,2,11,0,8
12061968,6/12/68,2,9,0,6
13061968,6/13/68,2,12,0,8
14061968,6/14/68,2,12,0,11
15061968,6/15/68,2,11,0,9
17061968,6/17/68,2,11,0,8
18061968,6/18/68,2,11,0,6
19061968,6/19/68,2,10,0,17
20061968,6/20/68,2,10,0,10
21061968,6/21/68,2,10,0,7
22061968,6/22/68,2,10,0,9
24061968,6/24/68,2,9,0,9
25061968,6/25/68,2,9,0,5
26061968,6/26/68,2,4,0,10
27061968,6/27/68,2,11,0,10
28061968,6/28/68,2,11,0,9
29061968,6/29/68,2,4,0,9
1071968,7/1/68,2,13,0,9
2071968,7/2/68,2,10,0,7
3071968,7/3/68,2,10,0,6
4071968,7/4/68,2,12,0,10
5071968,7/5/68,2,10,0,6
6071968,7/6/68,2,12,0,19
8071968,7/8/68,2,10,0,6
9071968,7/9/68,2,10,0,8
10071968,7/10/68,2,14,0,9
11071968,7/11/68,2,11,0,11
12071968,7/12/68,2,10,0,7
13071968,7/13/68,2,12,0,12
15071968,7/15/68,2,8,0,7
16071968,7/16/68,2,12,0,12
17071968,7/17/68,2,12,0,10
18071968,7/18/68,2,11,0,6
19071968,7/19/68,2,12,0,9
20071968,7/20/68,2,9,0,7
22071968,7/22/68,2,11,0,11
23071968,7/23/68,2,8,0,6
24071968,7/24/68,2,10,0,5
25071968,7/25/68,2,9,0,7
26071968,7/26/68,2,10,0,8
27071968,7/27/68,2,5,0,8
29071968,7/29/68,2,10,0,9
30071968,7/30/68,2,8,0,6
